Company,Contact Address,Specialization,Unnamed: 3,Website,Email
"i2 Technologies India Pvt.
Ltd. Mumbai","Website: www.i2.com Email:
firdosh_debara@i2.com","Electronic business process optimization which
includes Supply chain management, Product lifecycle
management, Customer management",,www.i2.com,firdosh_debara@i2.com
"IBILT Technologies Ltd, New
Delhi","Website: www.ibilttechnologies.com Email:
ashok@ibilttechnologies.com","Information Strategy planning, Enterprise Business
Application, Web Transformation, Network Design &
implementation, Knowledge & Data mining",,www.ibilttechnologies.com,ashok@ibilttechnologies.com
"IBM Global Services
IndiaPvt. Ltd., Bangalore","Website: www.ibm.com Email:
ushukla@in.ibm.com","E-commerce Solutions, ERP Implementation
services, Software development and maintenance,
Business Intelligence Solutions",,www.ibm.com,ushukla@in.ibm.com
"IBS Software Services (P)
Ltd, Trivandrum","Website: www.ibsplc.com Email:
vkm@ibsplc.com","Air transportation business, E-commerce, Web
enabling technologies, Finance & Banking,
Healthcare",,www.ibsplc.com,vkm@ibsplc.com
"iCelerate Technologies
Private Limited, Bangalore","Website: www.icelerate.com Email:
info@icelerate.com","Win 95, Win 98, Win NT, C, C++, Web technologies /
Database management, Device Drivers / Colour
Management / Biometrics, Card personalization
including abase management, Device Drivers / Colour
Management / Biometrics, Card personalization
including ‘Sma",,www.icelerate.com,info@icelerate.com
"ICICI Infotech Services Ltd.,
Mumbai","Website: www.icici-infotech.com Email:
patilm@infotech.icici.com","IT Enabled Services, Software Development
(Emphasis on Financial Sector)",,www.icici-infotech.com,patilm@infotech.icici.com
"ICICI OneSource Limited,
Mumbai","Website: www.icicionesource.com Email:
ananda.mukerji@icicibank.com","Call Centre, IT Enabled Services, Transaction
Processing, Business Process Outsourcing",,www.icicionesource.com,ananda.mukerji@icicibank.com
"Icon Data Management Ltd,
Noida","Website: www.e-icondata.com Email:
sviswanathan@idml.net","Back office operations, e-CRM, web centre",,www.e-icondata.com,sviswanathan@idml.net
"iCope Technologies Private
Limited, Bangalore","Website: www.icope.com Email:
icope@icope.com","Telecommunication, Telematics, Messaging, Internet",,www.icope.com,icope@icope.com
IDBI Intech Ltd Navi Mumbai,"Website: www.idbintech.com Email:
ss.godbole@idbiintech.com","eCommerce Services, Shared services, Software
solutions/product development, systems integration",,www.idbintech.com,ss.godbole@idbiintech.com
"Ideaspace Solutions Ltd,
Hyderabad","Website: www.ideasp.com Email:
orsrao@ideasp.com","Entreprise application integration, IT application in
Finance, IT application in Utilities, Mobile & Wireless
application",,www.ideasp.com,orsrao@ideasp.com
"IDS Infotech Limited,
Chandigarh","Website: www.idsil.com Email:
partap@idsil.com","Back Office Operations, Medical Transcription, Call
Centres, Marine Software",,www.idsil.com,partap@idsil.com
"i-flex solutions ltd., Mumbai","Website: www.iflexsolutions.com Email:
sunil.robert@iflexsolutions.com","Mobile business solutions, E-business solutions,
Genomics - bioinformatics",,www.iflexsolutions.com,sunil.robert@iflexsolutions.com
"IICE Technologies Ltd, New
Delhi","Website: www.webtechnologiesusa.com
Email:
president@webcomtechnologiesusa.com","Web & E-training, Internet solutions, Placements",,www.webtechnologiesusa.com,president@webcomtechnologiesusa.com
"IIS Scientific Computing Ltd,
Noida","Website: www.scicmp.com Email:
chakra@scicmp.com","Oil & gas exploration software, GIS, 2D/3D imaging,
CAE software & services",,www.scicmp.com,chakra@scicmp.com
"I-Labs Ltd, Hyderabad","Website: www.i-labs.org Email:
ramesh.gopigiri@I-labs.ws","Software products & Services for the Banking &
Finance Industry",,www.i-labs.org,ramesh.gopigiri@I-labs.ws
Company,Contact Address,Specialization,,,
"ILI Technologies Ltd,
Bangalore","Website: www.ilitec.com Email:
brbnath@ilitec.com","Biometrics solutions, RFID Solutions, Authentication
Solutions, ASPs",,www.ilitec.com,brbnath@ilitec.com
"Impetus Infotech (I) Pvt. Ltd.,
Indore","Website: www.impetus.com Email:
praveen@impetus.com","Business to Business Solution Provider, Object
oriented technology development, Distributed
component architechture & framework, Web/Internet
Technology",,www.impetus.com,praveen@impetus.com
"InApp Information
Technologies (I) Pvt Ltd,
Trivandrum","Website: www.inapp.com Email:
amar@inapp.com","Internet & e-commerce, IT enabled services,
Multimedia CD authoring",,www.inapp.com,amar@inapp.com
"iNautix Technologies India
Pvt Ltd, Chennai","Website: www.inautix.com Email:
schakravarthi@inautix.com","End-to-end e-commerce solutions, web-enabling
financial institutions, application development, hosting
and support, State-of-the-art client-server technology",,www.inautix.com,schakravarthi@inautix.com
"Indchem Software
Technologies Ltd, Chennai","Website: www.indchem.com Email:
ramaswamisr@indechem.com","IT Consulting and Software development solutions to
global market to provide end-to-end solutions in
B2B,Banking & Insurance, Manufacturing, Mobile
communications & Healthcare",,www.indchem.com,ramaswamisr@indechem.com
"India Education Centre
Softwares Limited, New
Delhi","Website: www.iecsoftwares.com Email:
cvjain@iecsoftwares.com","Data Capture Services, Data Processing, Off Shore
Services, Training, Turnkey Projects, Data conversion",,www.iecsoftwares.com,cvjain@iecsoftwares.com
"India Software Group – ISG,
Chennai","Website: www.isg-india.com Email:
jagannathan.v@isg-india.com","Enterprise Wide Solutions- ERP Implementation -
SAP & Oracle and Productivity Improvement Tools -
Plexus & Lotus, Datawarehousing & Mining - SAS
Tools, Custom Development of Off-Shore and On-site
Services, Human Resource Management System
Product Develop",,www.isg-india.com,jagannathan.v@isg-india.com
"Indiafindit.com, New Delhi","Website: www.indiafindit.com Email:
info@indiafindit.com","IT Enabled services, Hardware & systems integration,
Offshore services, IT consultancy & projects",,www.indiafindit.com,info@indiafindit.com
"Indian Direct Equity Advisors
Pvt Ltd, Mumbai","Website: www.ideaequity.com Email:
ssk@bol.net.in","Venture Capital for IT,",,www.ideaequity.com,ssk@bol.net.in
"Indo-Japan Trade Centre
Pvt. Ltd, New Delhi","Website: www.ijtc.com Email:
indojap@nda.vsnl.net.in","Embedded Systems : Firmware & Software, Windows
based softwareâace=Arial size=2>",,www.ijtc.com,indojap@nda.vsnl.net.in
"Indo-Pacific Software &
Entertainment Ltd, Nagpur","Website: www.ipsel.com Email:
info@ipsel.com","Software Project Planning, Archtecture & Design,
Coding & Testing, Integration & Systems testing",,www.ipsel.com,info@ipsel.com
"Indorama Software Solutions
Limited, Mumbai","Website: www.irssl.com Email:
sparasrampuria@vsnl.com","E- Commerce, Client Server application, enterprise
solutions, web - centric solutions",,www.irssl.com,sparasrampuria@vsnl.com
"Indus Asuka Software Pvt.
Ltd., Chennai","Website: www.indusasuka.com Email:
niranjan@indusasuka.com","Software development for Japanese market, Web
Based development & maintenance, Design &
consultancy",,www.indusasuka.com,niranjan@indusasuka.com
"Indus Business Systems
Ltd., Hyderabad","Website: www.indussoftware.com Email:
indus@indussoftware.com","Web Technology / Intranet / Internet, Client Server
Technology",,www.indussoftware.com,indus@indussoftware.com
"Indus Software Pvt. Ltd.,
Pune","Website: www.indussoft.com Email:
vivek.mannige@indussoft.com","Non-Banking Finance Companies, Banking
Operations, Insurance Operations, Internet
Development",,www.indussoft.com,vivek.mannige@indussoft.com
"Induswork Technologies Pvt.
Ltd., Calcutta","Website: www.induswork.com Email:
narendra@induswork.com","Internet Applications, E-business, Software
development, EDI",,www.induswork.com,narendra@induswork.com
"Infinite Computer Solutions
(India) Pvt. Ltd., New Delhi","Website: www.infics.com Email:
chandra_navin@vsnl.com","Web and E-Commerce, Databases",,www.infics.com,chandra_navin@vsnl.com
"Info Dimensions Business
Enterprise Pvt Ltd,","Website: www.info-dimensions.com Email:
director@info-dimensions.com","IT Enabled Services, Consultancy & Projects, Off
Shore Services",,www.info-dimensions.com,director@info-dimensions.com
Hyderabad,,,,,
"Info Tech Coropration of
Goa Ltd, Goa","Website: www.softwarepark-goa.org Email:
ecglg@goa1.dot.net.in","Electronics Corporation of Goa Limited has been set
up by Government of India for development of
computer software industry in the state. Itâbeen set
up by Government of India for development of",,www.softwarepark-goa.org,ecglg@goa1.dot.net.in
Company,Contact Address,Specialization,,,
,,"computer software industry in the state. Itâ€™s prime
object",,,
"Infoedge Solutions Pvt. Ltd,
New Delhi","Website: www.InfoEdgeSolutions.com
Email: Piyesh@InfoEdgeSolutions.com","Microsoft Visual Studio Suite (Visual Basic, Visual
FoxPro, Visual C++), SQL Server, Oracle, Other
ODBC compliant databases, ActiveX, COM/DCOM,
ADO, ASP Technologies",,www.InfoEdgeSolutions.com,Piyesh@InfoEdgeSolutions.com
"Infogain India (P) Ltd., Noida","Website: www.infogain.com Email:
ved@india.infogain.com","Front Office Solutions, ERP Solutions, Application /
System Engineering Services, Internet Integration
Services",,www.infogain.com,ved@india.infogain.com
"Infolog Solutions (P) Ltd,
Bangalore",Email: pk@jayem.co.in,"Developing & Maintenance of Software for Logistic
services, Hardware Maintenance for Logistic
Companies",,,pk@jayem.co.in
"Information Technologies
(India) Limited, New Delhi",Website: www.itil.com Email: mktg@itil.com,"Client-Server / Database Applications, Networking /
System Software, Group Ware, Windows CE
products",,www.itil.com,mktg@itil.com
"Information Technology Park
Ltd., Bangalore",Website: www.intltechpark.com,Establish and Maintain Information Technology Park,,www.intltechpark.com,
"Infosys Technologies Ltd.,
Bangalore","Website: www.infy.com Email:
Vidya_Natarajan01@infy.com","Web Technologies / Internet / Intranet, Telecom
Solutions / Communications Software, Business
Process consultancy / Re-engineering, Software
Maintenance and Migration",,www.infy.com,Vidya_Natarajan01@infy.com
"Infotech Enterprises Ltd.,
Hyderabad","Website: www.infotechsw.com Email:
mohanr@infotech.stph.net","IT Enabled Services - GIS/CAD Conversion, Software
development Services - GIS,CAD,Business, Web,
Consultancy Services - GIS, Engineering/CAD,
Business, Web",,www.infotechsw.com,mohanr@infotech.stph.net
"Infotech Financials Pvt Ltd,
Mumbai","Website: www.infofin.com Email:
sthomas@infofin.com",Software development in Finance,,www.infofin.com,sthomas@infofin.com
"Infotech Solutions Pvt. Ltd.,
Mumbai",,"Message processing - Swift, Fax, Telex, E-mail, EDI,
HTML, XML, Straight through processing - reduction
in manual processing of messages, Natural language
processing - understanding of English, German,
French text, Knowledge based intelligent software
development",,,
"Infotek Software & Systems
Pvt Ltd, Pune","Website: www.infotekindia.com Email:
joy.basu@infotekindia.com","Supply chain management, Web-based ERP,
Application service provider, Mobile commerce",,www.infotekindia.com,joy.basu@infotekindia.com
"Infovision Software Pvt. Ltd.,
Calcutta",Email: msr@infovisionsoftware.net,"Medical Transcription, Back office Operation &
Support, Contact Center, Software Development",,,msr@infovisionsoftware.net
"Infowavz International Pvt.
Ltd., Mumbai","Website: www.infowavz.com Email:
vineet@infowavz.com","Infotel - outbound & inbound phone sales & support,
Infochat - Web chat & collaboration, InfoBPM -
Business Process Management, InfoAnalysis - Data
Mining & Analysis",,www.infowavz.com,vineet@infowavz.com
"Infozech Software (P) Ltd.,
New Delhi","Website: www.infozech.com Email:
ankur@infozech.com","Telecom Billing, Customers Care & Telecom Audit
Services, Internet, Human Resources Software, Semi
- Conduct",,www.infozech.com,ankur@infozech.com
"InfraSoft Technologies
Limited, Mumbai","Website: www.infrasoftnet.com Email:
trips@infrasoftnet.com","Software Products & Customised development for
Banking Industry, Development of Web-enabled
solutions, E-commerce content development, System
integration, Internetworking, Interface Development",,www.infrasoftnet.com,trips@infrasoftnet.com
"Inox Global Services Ltd,",Website: www.inoxgsl.com Email:,"Call centre, Back office operations, Web enablement",,www.inoxgsl.com,
Gurgaon,inox_global@vsnl.com,,,,
"Insoft.com Pvt Ltd, Chennai","Website: www.insoft.com Email:
admin@insoft.com","Formulate, design, develop, market, franchise, export,
sell & licence software",,www.insoft.com,admin@insoft.com
"Inspira Technologies Pvt.
Ltd., Hyderabad","Website: www.inspira.com Email:
anil@inspira.com","eGovernance, Onsite services, eSolutions",,www.inspira.com,anil@inspira.com
Company,Contact Address,Specialization,,,
"Institute of Chartered,
Hyderabad","Website: www.icfai.org Email:
vivekphadke@icfai.org","Education, Research, Consultancy, Publication",,www.icfai.org,vivekphadke@icfai.org
"Intec Interface GM Pvt Ltd,
Pune","Website: www.intec.de Email: sunil@intec-
india.com","Oracle Platform, Internet Technologies - Java, Java
Script",,www.intec.de,"sunil@intec-
india.com"
"Integra Micro Systems (P)
Ltd Bangalore","Website: www.integramicro.com Email:
info@integramicro.com","Telecom Billing, Customer Care, CRM, MIS,
Embedded Software, Testing & Verification, Life
Cycle Maintenance, Device Drivers",,www.integramicro.com,info@integramicro.com
"Integra Software Services
Private Limited, Pondicherry","Website: www.integra-india.com Email:
s.sriram@vsnl.com","Web and e- Publishing, Typesetting, Internet, E-
Commerce and Software development, Client- Server
Software Development",,www.integra-india.com,s.sriram@vsnl.com
"Integrated Computing
Environments Ltd.,
Trivandrum","Website: www.iceindia.com Email:
psreekumar12@excite.com",Windows device driver development,,www.iceindia.com,psreekumar12@excite.com
"Intel Asia Electronics Inc.,
Mumbai","Website: www.intel.com Email:
veronica.gomes@intel.com","Chip Design, Microprocessor, ASIC, Telecom
Solutions, Communication Software, E- commerce,
EDI, Web Technologies, Internet , Intranet",,www.intel.com,veronica.gomes@intel.com
"Intellicon Pvt Ltd,
Ahmedabad","Website: www.intelliconltd.com Email:
rajivp@intelliconltd.com","Internet/Intranet Application, E-enable services,
Automation Application, Telecommunication software",,www.intelliconltd.com,rajivp@intelliconltd.com
"Intelligent Information
Systems Pvt Ltd, Noida","Website: www.renewals-iis.com Email:
iisdel@del3.vsnl.net.in","Offshore Software Development, Reengineering,
Application development",,www.renewals-iis.com,iisdel@del3.vsnl.net.in
"Intelligroup Asia Pvt. Ltd.,
Hyderabad","Website: www.intelligroup.com Email:
bosco.malapatti@intelligroup.co.in","ERP (SAP, Baan, Peoplesoft, Oracle)
Implementation, Development and Optimization
Services, E-commerce (Sun / Microsoft
Technologies), Outsourcing",,www.intelligroup.com,bosco.malapatti@intelligroup.co.in
"Intelsys Software &
Consultants Pvt. Ltd.,
Calcutta","Website: www.intelsysin.com Email:
intelsys@gaiscl01.vsnl.net.in","Object Oriented Technology based 3 - Tier Client
Application, Software Development in distributed
Computing Enviroment, B2C Portalsin E - Commerce,
IT Training",,www.intelsysin.com,intelsys@gaiscl01.vsnl.net.in
"InteQ Software Limited,
Hyderabad","Website: www.inteqsolutions.com Email:
dbreddy@inteqsolutions.com","E-commerce Design and delivery, Commercial Web
App Design and Delivery, Intranet, Business
Function, Workflow Enabling, Development
Methodologies, Database Architecture and Support,
Infrastructure, Network support, Client Server
Systems Project Management",,www.inteqsolutions.com,dbreddy@inteqsolutions.com
