company_name,Address,Tel,Mob,Fax,Email,fax
399. PIXIE,"1ST FLOOR NO. 7 3RD FLOOR 7TH MAIN BHAGIRATHI NAGAR, BANASHANKARI 3RD STATE BENGALURU",,9902172519 |,,abhishekr@pixiexpo.com,
400. PLANET INFINITE PRIVATE LIMITED,"13/1, KHM BLOCK, GANGANAGAR, RT NAGAR BANGALORE – 560032, KARNATAKA",,9845055061/9845301122,,"dinu.nanajappa@gamil.com, goplanetinnite@gmail.com",
401. PLANT LIPIDS PRIVATE LIMITED,"KADYIRUPPU P.O. KOLENCHERY, COCHIN, KERALA",,9745999803 |,,jintu.joseph@plantlipids.com,
402. PLANTON ORGANIC EXPERIENCE CENTRE,"GROUND FLOOR, MINI INDUSTRIAL ESTATE, MANARCADU, KOTTAYAM, KERALA",,7358552460 |,,athul@plantonorganic.com,
403. POABS ENTERPRISES PRIVATE LIMITED,"KUTTOOR P.O. THIRUUVALLA, PATHANAMTHITTA, KERALA, INDIA",,9447065780 |,,Joseph@poabs.com,
404. POTHIGAI IMPEX,"NO. 4D 4TH FLOOR DOOR NO. 4/38 KRISHNAN KOIL STREEL PORT, VIEW TOWER CHENNAI",,9444027096 |,,exporter.coffee@gmail.com,
405. PRACHI EXPORTS,"B 402, SHIVGOVIND COMPLEX SECTOR 13, SHILP CHOWK, KHARGHAR, NAVI MUMBAI",,9867776888,,pbkatpatala@gmail.com,
406. PROMESA INTERNATIONAL LLP,"FLAT NO.1, RENUKA RESIDENCY, BIJALINAGAR, NEAR VISHWESHWAR TEMPLE CHINWAD PUNE",,9359825750,,info@promesain.com,
407. PSV ASSOCIATES,"20/300 S.S. COMPLEC 7TH STREET EXTENSION,100 FEET ROAD COIMBATORE |  |",,9843907049,,,
408. PUGOS PRODUCTS PRIVATE LIMITED,"NO. 42, 2ND FLOOR LEELAVATHI MANSION 6TH CROSS MARGOSA ROAD MALLESHWARAM",,9346345627 |,,sales@pugos.in,
409. PUJAN ENTERPRISE,D 24 10 TTC INDUSTRIAL AREA OPP BALMER LAWARIE THANE 400703 MAHARASHTRA,,9821429298 |,,jaypujan@gmail.com,
410. PURAPPADATHIL EXPORTERS PRIVATE LIMITED,"16/684, PURAPPADATHIL HOUSE, KARICODE, MULANTHUTHY POST, ERNAKULAM KERALA",,9747764046,,Ratheesh@purappadathil.com,
411. PUSHKARA FOOD AND BEVERAGES PRIVATE LIMITED,"2, ASSANDH ROAD, MODEL TOWN. PANIPAT",,8607056688 |,,ashwani@pushkarafoods.com,
412. PUTHARI FARMERS PRODUCER COMPANY LIMITED,"ICAR- KRISHI VIGYAN KENDRA CAMPUS, GONIKOPPAL, KODAGU, KARNATAKA",,9481236256 |,,Puthari.fpo@gmail.com,
413. QIK EXPORTS,702 LOKHANDWALA RESIDENCY TOWERS MANJREKAR LANE MUMBAI MUMBAI-400006 MAHARASHTRA |  |,,9820185953,,qikeexports@yahoo.com,
414. QUENKER MATCHES,"228/5 LOYAL MILL COLONY, KADALAIYUR ROAD, KOVILPATTI, TUTICORIN, TAMIL NADU",,8870061125 |,,info@quenkermatches.com,
415. R R ENTERPRISES,"BASEMENT, 49 SHIVAJI ENCLAVE, WEST DELHI",,8076842371 |,,rrmu5s@gmail.com,
416. R V INDUSTRIES,"HOUSE NO.4, KHASRA NO. 13/012,RAILWAY ROAD SAMAIPUR DELHI WEST DELHI",,7838461561 |,,products.rv@gmail.com,
417. RA INDIA,"BLDG C1 FLAT 1101 S.NO 592 A CTS3 MANDKE ADVANTAGE HOMES, BIBEWADI PUNE -4 MAHARASTRA |  |",,9890556795,,"zore.rahul@gmail.com, rajivpuslkar@vsnl.com",
418. RAGALE BEVERAGES,"3013 BHANDUP INDL CO OPP SO C PANNALAL SILK MILLS BHANDUP GREATER MUMBAI, MAHARASHTRA",,9987135971 |,,romanteacoffee@gmail.com,
419. RAGHUVIR LIFESTYLE PVT LTD,"216, NEW CLOTH MARKET, OUTSIDE RAIPUR GATE, AHMEDABAD, GUJRAT |Mob: 9925059411",,,,Marketing@raghuvirlifestyle.com,
420. RAJ AUTO INDUSTRIES,"INDUSTRIAL AREA JASPAL, BANGAR LIDHIANA",,9914123876 |,,amarjit@rajauto.in,
421. RAJANI EXPORTS,"MANEK APARTMENTS, C-401, 4TH FLOOR, 8/12 JAGANATH PLOT, RAJKOT GUJRAT  |",,9726000015,,Rajanexports.coffee@gmail.com,
422. RAPID ORGANIC PRIVATE LIMITED,"PLOT NO. 544/545 FIRST FLOOR,HINGLAJ NAGAR, MOJIYA, NARMADA COLONY ROAD, SANCHORE, JALORE, RAJASTHAN",,9549651201 |,,rapid.coffee@gmail.com,
423. RAYOS INC,"26-D/40, CHIBBA SUBBANNAN STREET, CROSS ROAD K.K. PUDUR, COIMBATORE",,9790418364 |,,A.somu4056@gmail.com,
424. RED HAWK ENTERPRISES,"131 A/1 T.B. ROAD, VALLIYOOR RADHAPURAM TALUK, TIRUNELVELI DISTRICT TAMILNADU",,9944776626 |,,redhawkexports@gmail.com,
425. REDPRO IMPEX LLP,"10TH FLOOR, PP TOWERS NETAJI SUBHASH PLACE, PITAM PURA, DELHI",,9818204645 |,,Rahul@redpro.us,
426. RELIANCE CONSUMER CARE PRIVATE LIMITED,"OLD NO 149D NO 2 ROAD MAYILADUTHURAI, TAMILNADU, 609001 |  |",,9442988774,,relianceconscare@gmail.com,
427. RENUJA ENTERPRISES,"NO. 446, 1ST FLOOR, MINT STREET, SOWCARPET, CHENNAI",,9444012503 |,,sureshrenuja@gmail.com,
428. RETOLA LLC,"1001-A, 10TH FLOOR, BUILDING NO 6, DEVIKA TOWER, NEHARU PLACE, NEW DELHI",,9319755685 |,,sunilduttmalik13@gmail.com,
429. RICE AND FLAVOURS LIMITED,"LIABILITY PARTNERSHIP IX/541A, NELLISSERY ROAD, VARRAMKULAM PO EDAPAL MALAPPURAM KERALA",,9539765889,,nellaraedapal@rfcombine.com,
430. RICHCAFE,"SP- 132B, 9TH STREET, 3RD MAIN ROAD, AMBATTUR INDUSTRIAL ESTATE, CHENNAI",,9841033046 |,,ashikrichcafe@gmail.com,
431. RK IND EXPORT PRO LIMITED,"G1-197-198, AGRO FOOD PARK, BORANADA JODHPUR, RAJASTHAN 342012",,8875091000 |,,exporter.coffee@gmail.com,
432. RONAK ROCKS PVT LTD,"RONAK HOUSE SANT KABIR ROAD, GENDIGATE BARODA",,9998606474 |,,nilay@ronakrocks.com,
433. ROSINKA WORLWIDE PRIVATE LIMITED,3/537 VILAYODI CHITTUR PALAKKAD KERALA,,9562127841 |,,rosinkaworld@gmail.com,
434. RUTHVIK MINES AND MINERALS PRIVATE LIMITED,PLOT NO117 4 BA 1 83 3 SECTOR VISAKHAPATANAM 530017 ANDHRA PRADESH  |,,9700970099 |,,ruthvikmmltd@gmail.com,
435. S J INTERNATIONAL,"32 DARSHAN BUNGLOWS, OPP BOPAL GRAM PANCHAYAT OFF BOPAL AHMEDABAD GUJARAT  |",,9426087034,,Export.sjinternational@gmail.com,
436. S R NATIVE PRODUCTS INDIA PRIVATE LIMITED,"7A TANK ROAD, RLGI INDUSTRIAL ESTATE, SINGANANALLUR |  |",,9842222622,,Shan@stengineers.co.in,
437. S. MUTHUKUMAR,"14, PVS LANE, EAST MASI ST., MADURAI 625001",,9788895919 |,,smvramprakash@gmail.com,
"438. S.K. BROTHERS RANSIH ROAD,","NIHAL SINGH WALA, DIST MOGA, PUNJAB",,9855354137 |,,Skbrothers.coffee@gmail.com,
439. SAAISREE ENTERPRISES,701 3RD BLOCK SMR VINAY ESTATE HORAMAVU JUNCTION BANGALORE,,9845069506,,spcsaisri@gmail.com,
440. SABARI OVERSEAS PVT LTD,5C D E GEE GEE EMERALD CHENNAI TAMIL NADU,,7012528927,,sabari@sabarioverseas.com,
441. SAFFRONNATION IMPEX PRIVATE LIMITED,"P. NO-1 2 2ND FLOOR, FILM NAGAR HOUSING SOCIETY COMPLEX, FILMNAGAR, JUBLEE HILLS, HYDERABAD, TELANGANA",,9848048444 |,,bhagamati@gmail.com,
442. SAHYADHRI COFFEE EXPORTERS PRIVATE LIMITED,"15/372B SAHYADHRI, MEPPADI POST, WAYANAD, KERALA |  |",,8943519796,,Deepakpaulsunny@gmail.com,
443. SAI RAM MOULDS,"43A, MUTHURAMALINGAM STREET,2ND LANE, EKKATTUTHANGAL, CHENNAI, TAMILNADU",,8825411843 |,,sairammoulds@gmail.com,
444. SAI RAM TRADING CO,"SREEKARAM, DARJI STREET 1ST CROSS, M G ROAD CROSS, CHIKMAGALUR 577101",,9972723939,,ps.sridhar67@gmail.com sairamckm1967@gmail.com,
445. SAIJEE IMPEX,"58-B/S-3, VRINDAVAN SOCIETY,THANE WEST, PIN–400601, MAHARASHTRA, INDIA.  |",,9167005607,,saijee@vsln.com/saijee@gmail.com,
446. SANAKEN INDIA PRIVATE LIMITED,"GROUND FLOOR, NO.18, 5TH STREET, NEW COLONY, ADAMBAKKAM, CHENNAI",,8148570209,,anushyaanump.21@gmail.com,
447. SARA DISTRIBUTORS,"723 SUKHI NIWAS SHIV MANDIR ROAD, PUNJABIPARA SILIGURI 734001 |  |",,9331720839,,saradistributors.slg@gmail.com,
448. SARAKU PRIVATE LIMITED,"1036/35A 1ST MAIN, 1ST CROSS,SJH ROAD, VIDYARANYAPURAM, MYSORE",,9742621284 |,,exporter.coffee@gmail.com,
449. SDS OVERSEAS,"4TH FLOOR, 404 GHANSHYAM ENCLAVE, NEW LINK ROAD NEAR LALIPADA POLICE STATION KANDIVALI WEST MUMBAI",,7738045553 |,,Sds1612@outlook.com,
"450. SEED AND LEAF COMPANY 2018,","SOBHA CARNATIONA, KONDHWA ROAD, PUNE 411048",,7028004926 |,,exporter.coffee@gmail.com,
451. SEEDS GRAINS INDIA PRIVATE LIMITED,"EAST MARKET, P.O. KARIMGANJ BAZAR, KARIMGANJ, ASSAM |  |",,9818874466,,m.asokan@seeds-grains.com,
452. SEMYUNG INDIA ENTERPRISES PVT LTD,"PLOT NO. 131, 1ST FLOOR, 1ST STREET,VGP SELVA NAGAR EXTN, VELACHERY CHENNAI TAMILNADU |  |",,9884802645,,Sales@semyungindia.co.in,
453. SENSO FOODS PRIVATE LIMITED,PLOT NO 20 RANUJADHAM CO OPRATIV SOCIETY NEAR MRF TYRE GODOWN NATIONAL HIGHWAY 8 B NAVAGAM RAJKOT 360003 GUJARAT,,8347418500,,info@sensofood.com,
454. SETHUS EXPORTS INDIA PRIVATE LIMITED,"KP 20/258 A,B MORKKARA, KAKKODI, KOZHIKODE",,9744271819,,kvviswanathan2015@gmail.com,
455. SHAN AGENCIES,"3/280 F, SOWDAMBIKA NAGAR, THANNIRPANTHAL, CHINNATHADAGAM, COIMBATORE, TAMILNADU",,9585554453 |,,shanagencies01@gmail.com,
456. SHANTHI BIO PRODUCTS,"1/291, SABARINAGAR, CHITHAMBALAM POST, PALLADAM, TIRUPUR, TAMILNADU",,8675882626 |,,anushyaanump.21@gmail.com,
457. SHARA BEVERAGES TRADING,"6A, MAHANIBAN ROAD KOLKATTA 700029  |",,9830076280,,sales@sarahfoodstrading.com,
458. SHIVANDITTA MAL AND COMPANY,384/VI-3 MAJITH MANDI AMRITSAR,,9878051167 |,,mukesh@sdmgroup.org,
459. SHREE HARI EXPORTS INC,"C-8 1ST FLOOR APMC MASALA MARKET, NEAR MERCHANT CHAMBER, SECTOR 19C VASHI NAVI MUMBAI 400703",,9820279229 |,,gdexin@gmail.com,
460. SHREE MUTHUVELAN AGENCIES,"NO. 414, KOOTHANDAVAR KOIL STREET, KALLIYABUR, VANUR VILLAPURAM, TAMILNADU",,8778747678 |,,muthuagenciesvat@gmail.com,
461. SHREE RIDDHIMA MERCHANTILE PVT LTD,"A/22, CRYSTAL II, SINDHI SOC CHEMBUR MUMBAI  |",,9820646157 |,,srmplindia@gmail.com,
462. SHREE SHANKAR COMPANY,"GROUND FLOOR, 37, SOUVYAKTHA SOUDHA, 1ST CROSS, CHIKKAVENKATAPPA LAYOUT, DODDABOMASANDRA, BENGALURUU URBAN, KARNATAKA |  |",,9880095924,,shreeshankarus@gmail.com,
463. SHREEJI GLOBAL,PLOT NO. 49 SUNDARPARK SOCIETY KARARGAM,,9825333250,,info@shreejiglobalgroup.com,
464. SHRI BALAJI TRADEMART INDIA PVT LTD,"21 MONICA PLAZA, VEER SAWARKAR NAGAR, NDORE MP 452001 |  |",,9826020360,,info@balajitrademart.com,
465. SHRI HARI INDUSTRIES,"F-103, BICHWAL INDUSTRIAL AREA, BIKANER RAJASTAN",,9413384758,,shriharimtc@yahoo.co.in,
466. SHRI LAL MAHAL AGRO PRODUCTS PRIVATE LIMITED,"468-469 A, SHOP NO. 7 GROUND FLOOR, LAWRENECE ROAD INDUSTRIAL AREA NEW DELHI  |",,9810001362,,Doc@lalmahal.in,
467. SHRI VINAYAK SERVICES,29 1 ALIPUR ROAD29 1 ALIPUR ROAD NEW DELHI 110054 NEW DELHI,,9599819945 |,,greenbrrew@gmail.com,
468. SHRIMEY PRIVATE LIMITED,"11 B GYAN KHAND 4, INDIRAPURAM, GHAZIABAD, UTTAR PRADESH 201014",,9311804422 |,,shrimeyimpex@gmail.com,
469. SIMRAN WORLDWIDE,14 REGENCY ASOLA14 REGENCY ASOLA NEW DELHI 110074,,9811122565 |,,alokrairajput@gmail.com,
470. SK EXPORTS,"NO. 264, THAMBU CHETTY STREET, CHENNAI",,9176899845 |,,SKExport85@gmail.com,
471. SK IMPORTS AND EXPORTS,"FIRST FLOOR, NO.20 MUTHU, GRAMANI STREET, MYLAPORE, CHENNAI |  |",,8248388025,,skiportsandexports21@gmail.com,
472. SK INDUSTRIES,"SHOP NO. 108, LAND MARK COMPLEC KARBALA ROAD BILASPUR CHHATTISGARH",,9981175999 |,,aditya@skindustries.asia,
473. SLR COFFEE CURERS,"NH234, KM ROAD, KOLURU VILLAGE, MUDIGERE TALUK, CHIKKAMAGALURU",,9448165973 |,,yogimudigere@gmail.com,
474. SMINS IMPORT EXPORT PRIVATE LIMITED,"D. NO. 3/1360 LAXIMIPURAAM SETTYGUNTA ROAD, NELLORE, SPSR NELLORE, ANDHRAPRADESH  |",,9962949948 |,,sminstrading@gmail.com,
475. SNOW AIR FRIEGHT,"21, V.E.ROAD TUTICORIN TAMILNADU 528002",,8898565377 |,,snowsairfreight@gmail.com,
476. SNOWALAN EPICURE PVT LTD,121 SANTOSH NAGAR KATRAJ PUNE 411046,,9168057861 |,,laukik@snowlanepicure.com,
477. SOLUTIONS INTERNATIONAL INC,"FIRST FLOOR, E-575 A. FRONT PORTION, GREATER KAILASH PART -2, NEW DELHI",,8447547774 |,,solintinc@gmail.com,
478. SOOZO SERVICES PRIVATE LIMITED,NO. 393/1 PLOT NO-1 BALARAJ ESTATE BUILDING MG ROAD |  |,,9810830393,,malikadoj@dozoservices.com,
479. SPAN IMPEX,NEVETIA BUNGLOW NEVETIA RD MALAD EAST MUMBAI MAHARASHTRA 400097,,8424045008 |,,spanprem@yahoo.co.in,
480. SPARKLING OLIVE GREEN COMMODITY SALMES AND MARKETING(OPC) PRIVATE LIMITED,"NO. 239, 2ND MAIN NIVEDITA NAGAR, BOGADI 1ST STAGE MYSORE KARNATAKA",,8290496414 |,,shrimayi.ventures@gmail.com,
481. SPERO CURE,"NO.40, 4TH MAIN ROAD, 1ST FLOOR,ADI KABIR ASHRAM ROAD, MATTADAHALLI, R T NAGAR POST, BANGALORE",,9535126201 |,,khadeerjb@gmail.com,
482. SPINDLE,NO. 608 GEOUND FLOOR SAUPRNIKA APARTMENTS SARJAPUR ROAD BANGALORE,,9845004103 |,,ravi@spindle.co.in,
483. SPISYS LIMITED,"PLOT NO. 164,165,1789 TSIIC, IDA  PHASE 2, PASHAMYLARAM, SANGAREDDY DISTRICT, TELANGANA",,9121188858 |,,info@spisyslimited.com,
484. SPRESSO POD MANUFACTURING PRIVATE LIMITED,"JALPANKI CO OP HSL, BUNGLOW NO. 4,JUHU TARA ROAD, SANTACRUZ WEST, MUMBAI, MAHARASTRA |  |",,9769284628,,Vijay.waghela@myvero.in,
485. SRI AAKASH EXPORT AND IMPORT PVT LTD,"213ZM-10, KAMARAJ NAGAR 1ST STREET, BHAVANI",,9880138670 |,,info@sriaakashexport.com,
486. SRI HARI ORGANIC PLANTATIONS,"S.NO.7, NERIMALAI, PANDRIMALAI VILLAGE SOLAIKADU POST, DINDUGAL, TAMILNADU  |",,9442092210 |,,dglkayalsrinivasan@gmail.com,
487. SRI LAKSHMI TRADERS,"NO.9A1, WOOD COTE ESTATE,MOORS GARDEN MOUNT PLEASANT, COONOOR, THE NILGIRIS, TAMIL NADU |  |",,9487674611,,srilakshmitradercnr@gmail.com,
488. SRI MURUGAN EXIM,PLOTNO37D GANGAKAVERY STREETPLOTNO37D GANGAKAVERY STREET CHENNAI 600116 TAMIL NADU,,9840146486 |,,srimuruganexim@yahoo.com,
489. SRI RUTHRA EXPORTS,"T-3 SHIVAJIS PARTHAGAM, NO.30/10 10TH AVENUE, ASHOK NAGAR, CHENNAI - 600 083 TAMILNADU",,9677149555 |,,ruthraexports@yahoo.co.in,
490. SRI SAIJEET EXPORTS PRIVATE LIMITED,"BEHIND SAISAMRAT FOOD MALL, SANGLI",,9011389500 |,,marketing@omsaifoods.com,
491. SRI SANSAI TRADERS,"H 11/2 PARI STREET, KALAKSHETRA COLONY, BESANT NAGAR CHENNAI",,8610944121 |,,Gsivasankari@gmail.com,
492. SRIMANDIRAM TRADERS AND SERVICES,"3RD FLOOR, S L JUBLEE, PLOT NO. 1202 1215A, ROAD NO 36, JUBLEE HILLS, HYDERABAD, TELANGANA",,9440267793 |,,vedala.srinivas@gmail.com,
493. SS DEEKSHU FOODS SHOP,"NO. G-15, RADHAKRISHNA ESTATE, HYDERABAD, TELANGANA |  |",,7382125135,,nandamurisuneetha@gmail.com,
494. STAR EXPORTS,"STAR HOUSE, NR ISHAN III, OPP RELIANCE PETROL PUMP LANE, ANANAD NAGAR, SATELLITE AHMEDABAD",,9904177913 |,,starecpo92@gmail.com,
495. STAR SIX EXPORTS IMPORTS,"273 D1/5, K R NAGAR, VISHWANATHA NAGAR, NALATTINPUTHUR, ALAMPATTI, KOVILPATTI, THOOTHUKKUDI",,7994781832 |,,starsixexports@gmail.com,
496. SUBHASHINI MEENA TRADERS,NO 134 HARANGI ROAD KODAGU 571234 KARNATAKA,,9108983194,,smeenatraders@gmail.com,
497. SUCDEN COFFEE INDIA PRIVATE LIMITED,"POST BOX NO 51 PLOT NO 23KIADB INDUSTRIAL AREA, KUDLOOR KUSHALNAGAR 571234 KARNATAKA",,8129108984 |,,harish.ab@sucden.com,
498. SUDHIR SHETH,"PLOT NO. D-10/6,TTC INDUSTRIAL AREA MIDC TURBHE,OPP ALKEM LABORATORIES NAVI MUMBAI 400705",,9820210518 |,,sudhirsheth157@gmail.com,
499. SUDIP AND COMPANY,A 17 ARISTROCRATE LAJYA ESTATE MOGRA RD ANDHERI E MUMBAI 400 069 MAHARASTRA,2228390684,,,info@sudipco.com,
500. SUGA COCO PRODUCTS PVT LTD,"198/1, K. NAGOOR ROAD, KANJAMPATTI, POLLACHI, COIMBATORE, TAMIL NADU 642003",,9884301001 |,,suga@sugacoco.com,
501. SUJITHA AGENCIES,15/53 DR. RANGA ROAD ASWIN ADITYA APARTMENTS MYLAPORE CHENNAI,,9884000235 |,,sujithaagencies@gmail.com,
502. SUMEKA IMPEX PRIVATE LIMITED,33 STERLING AVENUE33 STERLING AVENUE CHENNAI 600116 TAMILNADU,,8667599982 |,,infoesumekaimpex.com,
503. SUMMIT EXIM,"OLD NO. 2/49, NEW NO. 131, CORAL MERCHANT STREET, MANNADY, CHENNAI 600001",,9600153555 |,,summitexim@gmail.com,
504. SUNIT AGRI EXPORTS PVT LTD,1014 GHANSHYAM ENCLAVE LALJI PADA LINK ROAD KANDIVALI WEST MUMBAI,,9137738338 |,,accounts@sunita- exports.com,
505. SUNN CRAFT,MANJUNATHA NILAYA 6TH CROSS 7TH MAIN J P NAGAR 3RD PHASE BENGALURU,,7259654589 |,,vishuo05.coffee@gmail.com,
506. SUNRISE TRADERS,"58/2929 OLD 26/3011, PANDIT KARUPPAN ROAD, THEVARA ERNAKULAM, COCHING, KERALA  |",,9995138554,,Sunrice.traders2014@gmail.com,
507. SUNSHINE ENTERPRISES,SPL P 140 KSSIDC INDUSTRIAL AREA CHICKMAGALUR 577102 KARNATAKA,,7019062899 |,,sunshinetraders@gmail.com,
508. SUPRA TRADING,"65 MANISHPURI COLONY, INDORE, MADHYA PRADESH",,9893120365 |,,harshgarg2005@gmail.com,
509. SURYA IMPEX,"ROOM NO. 2, 46A/13, NEW RAMNAD, MADURAI - 625009",,9965844336 |,,info@suryaimpex.co,
510. SURYAN ORGANIC,"RATNAMANI ESTATE, CHANGODAR, AHMEDABAD GUJRAT",,9978002222 |,,export@suryanorganic.com,
511. SWAMABHAN COMMERCE PRIVATE LIMITED,"A1/224, JANAKPURI PRIVATE LIMITED",,9873491566 |,,sethi.bharat10@gmail.com,
512. SYNTHITE INDUSTRIES LIMITED,"SYNTHITE CORPORATE HOUSE VIII 683A KADAYIRUPPU, KOLENCHERY ERNAKULAM, KERALA 682311",,9387485087 |,,vijay@synthite.com,
513. T CLASSIC DARJEELING PVT LTD,"H/196/332/1/N, NIVEDITA ROAD, WARD NO. 2, PRADHAN NAGAR, SILIGURI, DARJEELING, W.B-734003",,9733004577 |,,drsharma.gtk@gmail.com,
514. TANUSHREE EXIM,"204, WELCOME SHOPPING CENTRE,OPP PUNIT NAGAR, OLD PADRA ROAD, VADODARA, GUJARAT |  |",,9879003546,,agcexim@gmail.com,
515. TARA FARM FRESH,OLLAPALAYAM PO KANGEYAM TALUK TIRUPPUR TIRUPPUR TAMIL NADU 638701,,9655506336 |,,sudha@taragroups.in,
516. TECHNOCART ONLINE SERVICES PRIVATE LIMITED,"NO. 22A, THIRD FLOOR, VASANTH NAGAR, SINGANALLUR, COIMBATORE 641005",,9500690333 |,,sourching2@fromindia.com,
517. TEJ GRANDSONS ENTERPRISES,"THAKUR NIVAS, YOGIRAM SURAT KUMAR NAGAR, FCI ROAD, GANAPATHY COIMBATORE",,9080955400,,tgsenterprises.cbe@gmail.com,
518. TERRAALTIS RPIVATE LIMITED,"NISHAD MANZIL H/NO.12/369 MADAPPOLLITHAZHAM KEEZHMAD, ERNAKULAM, KERALA",,9591766656 |,,abhishek@terraaltis.com,
519. THALLIHALLA KRSHNE GOWDA PRADEEP KUMAR,"THALIHALLA, JAKKANAHALLI POST, CHIKMAGALUR  |",,9980762164 |,,nakul.toxic@gmail.com,
520. THE ANAPARAI ESTATES LIMITED,CHAMUNDI BUILDINGS K.R.S.ROAD METTAGALLI P.O. MYSORE 570 016,,9448051428,,anaparaihoblr@gmail.com,
521. THE COFFEE BREWING COMPANY 15,"PAMPA MAHA KAVI ROAD, SHANKARPURAM BANGALORE",,9742196087 |,,admin@thecoffeebrewing.co,
522. THE COORG AND MYSORE COFFEE COMPANY 1937 LIMITED,CHAMUNDI BUILDINGS KRS ROAD METAGALLI POST MYSURU 570016 |  |,,9611525000,,sphilip.manamel@gmail.com,
523. THE COTTANAD PLANTATIONS LTD,"., 4/1062,P.O BOX NO.1117, BEACH ROAD,CALICUT  |",,9746752274 |,,cottanad@rth.net,
524. THE KERALA CARDAMOM PROCESSING AND MARKETING CO LTD,KPI741 IDUKKY 685509 KERALA,,9447177752 |,,info@kcpmc.com,
525. THE RAJENDRA COFFEES LIMITED,", NO 72 THE RAJENDRA COFFEES LTD 2ND CROSS LAVELLE ROAD BANGALORE 560001",,7022020232,,sphilip.manamel@gmail.com,
526. THE ROAST LABEL,"31 SHALIGRAM - 2 OPP HILTON BUNGALOW, PRAHALADNAGAR AHMEDABAD",,9099008777 |,,contact@theroastlabel.com,
527. THE SHER I PUNJAB COMPANY,"209 HEMKUNT HOUSE, 6 RAJENDRA PLACE NEW DELHI 110008",,9312261146,,swadeshbsingh@gmail.com,
528. TIGERBROOK MARKETING DISTRIBUTION LLP,"WARD NO. 6, BUILDING NO. 1026, KANIRAPALLY, PUTHANANGADI, KOTTAYAM, KERALA",,9961464677 |,,Mathew.eugin@gamil.com,
529. TIKKIRI BEVERAGES AND MEMORIES LLP,"275, G.S.T ROAD, CHROMEPET, CHENNAI  |",,9940099450 |,,ndinesh@tikkiri.com,
530. TIRTH BHADRA METAL,"NEW NO. 11, OLD NO. 6 DARSAN KRUPA KRISHNAPPA AGRAHARAM STREET CHENNAI  |",,9382322552,,(exporter is not interest to give their  | Email-ID),
531. TIRTHA IMPEX,"210 A, EXULT SHOPPERS NR. SIDHI VINAYAK TEMPLE VESU, SURAT, GUJARAT, INDIA 395007",,9537723253 |,,exporter.coffee@gmail.com,
532. TLS MERCANTILE PRIVATE LIMITED,"213, PUKHRAJ CORPORATE, OPP. NAVLAKHA BUS STAND, INDORE, MADHYA PRADESH",,9770000890 |,,Info@tlsmpl.com,
"533. TOMYS INDUSTRIES MARAPPANMOOLA,","VELIYAMBAM PO, PULPALLY, WAYANAD, KERALA  |",,9446257055 |,,paulvtom@gmail.com,
534. TOP GRAINS INTERNATIONAL (T.G.I) KATHA,"NO 651, EXHIBITION GROUND, SANTEPETE, B. M. ROAD, HASSAN",,9886213121 |,,roastergi@gmail.com,
535. TRIBAL DEVELOPMENT CO-OP CORPORATION OF ORISSA LTD,"RUPALI SQUARE, PO- BHOI NAGAR,BHUBANESWAR, ODISHA 751022",,9438835409 |,,Md@tdccorissa.org,
536. TRIDENT CONTAINER LINES,"NO. 7 NETHAJI STREET PONNAIAMMANMEDU, CHENNAI TAMILNADU",,8015180805 |,,sgeximsolutions@gmail.com,
537. TRINITY ECOGREENLAND,"DOOR NO. VI/88A, VADAKKE KOVILAM ROAD, KIZHAKKUMBHAGOM, KERALA",,9744587252,,Albin670@gmail.com,
538. TRIUMPH GLOBAL TRADERS,"SHOP NO - 55, CITI TOWER, PLOT NO-55, SECTOR 15, CBD BELAPUR NAVI MUMBAI, THANE, MAHARASHTRA",,9821865523 |,,Info@triumphtraders.in,
539. TRUBELL MARKETING AND DISTRIBUTION PRIVATE LIMITED,"UNIT NO 308, 3RD FLOOR, PRESTIGE TOWERS,NO.5 RESIDENCY ROAD BANGALORE",,9741396410 |,,Anirban@truebell.org,
540. TUST TRADING COMPANY,"PLOT NO. 35,36 AND 37 KIADB, KUDLUR, INDUSTRIAL AREA, KUSHALNAGAR, KODAGU, KARNATAKA",,9448364179 |,,trustradingcom@gmail.com,
541. UMALAXMI ORGANICS PVT LTD,DAVE BHAWAN MOD BHATTA RAJASTAN 306 104 RAJASTHAN,,9829640982,,logistic@umalaxmi_organics.com,
542. UMED OVERSEAS,"SHED NO. A/21, A/22 SARTHI COMPLEX AND INDUSTRIAL ESTATE OPP VEPARI MAHAJAN MANDAL",,9409121888 |,,chiragsoni92@gmail.com,
543. UNBX GLOBAL TRADE IMPEX PRIVATE LIMITED,"C-1 RAJGIRI CHS LTD ASHOK CHAKRAVARTHY ROAD, OPP NEW VINOD SILK MILLS, KANDIVALI EAST MUMBAI, MUMBAI SUBURBAN, MAHARASTRA",,8655007959,,nishawarsi.coffee@gmail.com,
544. UNIGREEN FOODS(INDIA) PRIVATE LIMITED,"NEERAVIL, PERINAD P.O. KOLLAM KERALA 691601",,984604006,,unigreenindia@gmail.com,
545. UNITED BARTERS,"GROUND FLOOR NO. 73, 2ND MAIN ROAD, MANJUNATHA NAGARA ELECTRONIC CITY BANGALORE 560100 |  |",,9645437934,,sales@unitedbarters.com,
546. UNIVED HEALTHCARE PRODUCT PVT LTD,"UNIT NO.13 MARWAH COMPLEX, KRISHANLAL MARWAH MARG,OFF SAKIVIHAR ROAD",,9870084330 |,,amit.mehta@unived.in,
